,Smoking,Alcohol,Punctuality,Lying,Internet usage,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings
578,never smoked,social drinker,i am often early,only to avoid hurting someone,few hours a day,female,right handed,secondary school,yes,village,house/bungalow,5.0,3.0,3.0,2.0,3.0,2.0,4.0,5.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,4.0,1.0,2.0,5.0,3.0,3.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,5.0,3.0,2.0,5.0,5.0,5.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,5.0,5.0,1.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,1.0,1.0,4.0,5.0,2.0,4.0,5.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,5.0,4.0,3.0,5.0,4.0,2.0,1.0,4.0,5.0,4.0,3.0,1.0,5.0,1.0,3.0,5.0,5.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,4.0,4.0,1.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,4.0,20.0,175.0,75.0,0.0
579,never smoked,social drinker,i am always on time,only to avoid hurting someone,most of the day,male,right handed,college/bachelor degree,yes,city,block of flats,5.0,3.0,4.0,3.0,2.0,5.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,5.0,5.0,3.0,2.0,5.0,1.0,5.0,3.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,4.0,1.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,5.0,1.0,4.0,2.0,4.0,2.0,5.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,3.0,3.0,1.0,5.0,3.0,1.0,5.0,4.0,1.0,3.0,3.0,1.0,5.0,5.0,1.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,5.0,2.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,5.0,2.0,4.0,2.0,19.0,195.0,95.0,0.0
580,tried smoking,social drinker,i am always on time,only to avoid hurting someone,few hours a day,male,left handed,secondary school,yes,city,block of flats,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,5.0,2.0,3.0,5.0,1.0,5.0,3.0,5.0,5.0,4.0,1.0,4.0,3.0,5.0,3.0,2.0,2.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,3.0,3.024950099800399,3.0,5.0,3.334990059642147,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,1.0,2.0,4.0,1.0,5.0,5.0,2.0,3.0,3.0,1.0,5.0,2.0,2.0,5.0,5.0,1.0,3.0,4.0,1.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,5.0,3.0,4.0,3.0,4.0,1.0,3.0,5.0,3.0,5.0,1.0,4.0,1.0,3.0,4.0,4.0,3.0,1.0,1.0,5.0,3.0,2.0,5.0,3.0,5.0,2.0,2.0,4.0,5.0,21.0,171.0,65.0,0.0
581,current smoker,drink a lot,i am often early,sometimes,few hours a day,female,right handed,secondary school,no,city,block of flats,5.0,4.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,2.0,5.0,2.0,5.0,1.0,4.0,2.0,4.0,5.0,2.0,1.0,1.0,4.0,4.0,3.0,1.0,4.0,1.0,4.0,2.0,3.0,1.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,5.0,4.0,2.0,3.0,5.0,3.0,4.0,5.0,3.0,5.0,2.0,2.0,3.0,3.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,1.0,2.0,3.0,4.0,3.0,4.0,1.0,5.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0707171314741037,4.0,4.0,1.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,22.0,164.0,55.0,1.0
582,never smoked,drink a lot,i am always on time,sometimes,few hours a day,male,right handed,college/bachelor degree,no,city,block of flats,3.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,5.0,5.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,3.0,2.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,3.0,2.0,4.0,4.0,2.0,4.0,1.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,22.0,172.0,70.0,3.0
583,tried smoking,social drinker,i am often running late,sometimes,most of the day,male,right handed,college/bachelor degree,no,city,block of flats,5.0,4.0,2.0,1.0,1.0,3.0,4.0,5.0,4.0,1.0,1.0,5.0,3.0,4.0,4.0,2.0,3.0,1.0,1.0,5.0,4.0,5.0,5.0,3.0,5.0,2.0,2.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,1.0,1.0,3.0,2.0,3.0,1.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,1.0,1.0,5.0,3.0,4.0,3.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,1.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,2.0,5.0,3.0,5.0,1.0,5.0,1.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,5.0,5.0,22.0,190.0,80.0,1.0
584,current smoker,drink a lot,i am often running late,sometimes,most of the day,female,left handed,masters degree,no,city,block of flats,5.0,3.0,4.0,3.0,3.0,2.0,2.0,5.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0,4.0,1.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,5.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,1.0,5.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,28.0,178.0,65.0,1.0
585,tried smoking,social drinker,i am often running late,only to avoid hurting someone,less than an hour a day,male,right handed,secondary school,no,city,block of flats,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,1.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,1.0,3.0,3.0,3.0,1.0,5.0,1.0,3.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,4.0,3.0,5.0,3.0,2.0,1.0,5.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,1.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,21.0,185.0,80.0,1.0
586,never smoked,never,i am often running late,everytime it suits me,few hours a day,male,right handed,college/bachelor degree,no,village,block of flats,5.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,1.0,5.0,3.0,5.0,1.0,5.0,1.0,5.0,2.0,3.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,2.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,3.0,5.0,5.0,5.0,1.0,3.0,1.0,1.0,5.0,4.0,1.0,5.0,5.0,1.0,5.0,1.0,3.0,5.0,5.0,2.0,5.0,3.0,4.0,1.0,3.0,1.0,5.0,3.0,1.0,1.0,3.0,5.0,2.0,1.0,5.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,2.0,5.0,3.0,5.0,5.0,1.0,3.0,1.0,3.0,5.0,5.0,2.8870168483647176,3.0,3.0,5.0,5.0,4.0,1.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,1.0,3.0,4.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,1.0,2.0,5.0,1.0,3.0,1.0,1.0,2.0,21.0,189.0,85.0,2.0
587,former smoker,drink a lot,i am always on time,sometimes,few hours a day,female,right handed,primary school,no,city,block of flats,5.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,1.0,4.0,2.0,5.0,5.0,4.0,5.0,4.0,3.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,5.0,4.0,2.0,2.0,2.0,3.0,2.0,5.0,4.0,2.0,1.0,17.0,165.0,65.0,3.0
588,tried smoking,social drinker,i am always on time,only to avoid hurting someone,less than an hour a day,female,right handed,secondary school,yes,city,block of flats,5.0,3.0,4.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,5.0,3.0,3.0,5.0,5.0,2.0,2.0,5.0,5.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,5.0,2.0,3.0,2.0,1.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,1.0,2.0,5.0,4.0,3.0,5.0,1.0,5.0,5.0,3.0,3.0,1.0,2.0,2.0,1.0,5.0,5.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,5.0,4.0,2.0,4.0,4.0,1.0,1.0,3.0,5.0,3.0,4.0,1.0,4.0,1.0,4.0,4.0,5.0,2.0,5.0,3.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,1.0,4.0,1.0,5.0,5.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,21.0,170.0,52.0,1.0
589,current smoker,social drinker,i am always on time,only to avoid hurting someone,few hours a day,female,right handed,primary school,no,village,block of flats,5.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,5.0,5.0,5.0,1.0,2.0,1.0,5.0,3.0,2.0,2.0,2.0,5.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,1.0,3.0,5.0,4.0,3.0,1.0,1.0,4.0,3.0,5.0,3.0,1.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,1.0,5.0,3.0,4.0,3.0,3.0,5.0,2.0,1.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,5.0,3.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,5.0,1.0,2.0,4.0,1.0,4.0,3.0,3.0,2.0,4.0,1.0,3.0,5.0,1.0,3.0,1.0,1.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,4.0,3.0,4.0,1.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,1.0,4.0,5.0,5.0,4.0,5.0,5.0,17.0,173.0,66.0,1.0
590,never smoked,drink a lot,i am often running late,sometimes,few hours a day,male,right handed,masters degree,no,city,block of flats,5.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,1.0,4.0,4.0,5.0,3.0,4.0,1.0,2.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,5.0,3.0,5.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,4.0,3.0,2.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0,5.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,28.0,182.0,88.0,1.0
591,current smoker,social drinker,i am often early,sometimes,few hours a day,female,right handed,college/bachelor degree,no,city,block of flats,4.0,3.0,3.0,3.0,2.0,1.0,5.0,4.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,5.0,1.0,2.0,3.0,1.0,1.0,5.0,2.0,4.0,2.0,3.0,4.0,5.0,2.0,4.0,3.0,5.0,4.0,1.0,2.0,3.0,1.0,5.0,2.0,2.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,5.0,5.0,2.0,4.0,3.0,5.0,1.0,2.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,1.0,5.0,1.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,5.0,2.0,5.0,1.0,5.0,1.0,5.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,1.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,5.0,4.0,20.0,160.0,55.0,1.0
592,tried smoking,never,i am always on time,sometimes,few hours a day,female,right handed,secondary school,yes,city,block of flats,5.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0,4.0,1.0,4.0,5.0,5.0,3.0,3.0,5.0,1.0,3.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,4.0,3.0,5.0,3.0,1.0,1.0,3.0,5.0,5.0,3.0,5.0,3.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,1.0,2.0,5.0,1.0,5.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,1.0,3.0,3.0,1.0,3.0,3.197813121272366,4.0,3.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,2.0,3.0,1.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,19.0,170.0,65.0,0.0
593,tried smoking,social drinker,i am often early,sometimes,less than an hour a day,female,right handed,secondary school,no,city,block of flats,5.0,3.0,2.0,3.0,1.0,4.0,3.0,2.0,5.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,5.0,3.0,1.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,3.0,3.0,5.0,1.0,2.0,2.0,1.0,5.0,3.0,3.0,1.0,5.0,2.0,2.0,1.0,2.0,3.0,3.0,5.0,3.0,5.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0,3.0,4.0,1.0,3.0,1.0,3.0,5.0,5.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,21.0,172.0,52.0,1.0
594,current smoker,never,i am often running late,sometimes,few hours a day,male,right handed,college/bachelor degree,no,city,block of flats,5.0,3.0,2.0,3.0,1.0,5.0,1.0,3.0,4.0,1.0,4.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,5.0,4.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,5.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,5.0,5.0,1.0,4.0,2.0,1.0,1.0,5.0,4.0,1.0,3.0,4.0,5.0,5.0,2.0,1.0,5.0,3.0,1.0,5.0,3.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,2.0,3.0,1.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,1.0,4.0,2.0,3.0,3.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,5.0,23.0,189.0,87.0,1.0
595,current smoker,drink a lot,i am often early,everytime it suits me,most of the day,male,right handed,primary school,yes,village,house/bungalow,5.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,1.0,4.0,5.0,3.0,4.0,2.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,4.0,5.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,3.0,3.0,5.0,1.0,1.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,3.0,2.0,1.0,4.0,3.0,1.0,2.0,2.0,5.0,5.0,3.0,2.0,3.0,4.0,1.0,4.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,5.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,17.0,168.0,67.0,1.0
596,current smoker,drink a lot,i am always on time,only to avoid hurting someone,few hours a day,male,right handed,primary school,no,city,block of flats,5.0,3.0,4.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,1.0,2.0,5.0,5.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,5.0,5.0,2.0,5.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0707171314741037,4.0,4.0,1.0,2.0,5.0,4.0,3.0,4.0,2.0,4.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,3.201588877855015,5.0,4.0,5.0,20.0,179.0,60.0,0.0
597,tried smoking,social drinker,i am always on time,never,less than an hour a day,male,right handed,secondary school,no,city,block of flats,5.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,2.0,1.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,3.0,1.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,1.0,1.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,4.0,2.0,1.0,3.0,4.0,3.0,4.0,4.0,5.0,2.0,1.0,1.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,19.0,178.0,68.0,1.0
598,never smoked,never,i am often early,only to avoid hurting someone,few hours a day,male,left handed,secondary school,no,city,block of flats,4.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,2.0,5.0,3.0,4.0,5.0,4.0,3.0,1.0,5.0,4.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,4.0,5.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,5.0,3.0,2.0,1.0,5.0,3.0,2.0,3.0,2.0,5.0,3.0,4.0,2.0,5.0,1.0,1.0,2.0,4.0,4.0,3.0,2.0,5.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,1.0,4.0,5.0,4.0,5.0,4.0,2.0,2.0,3.0,1.0,4.0,3.0,1.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,1.0,2.0,1.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,5.0,5.0,3.0,2.0,2.0,2.0,5.0,4.0,19.0,170.0,80.0,1.0
